iteration=0
('C', 0, 0, 'D', 0):NONE=0
('C', 1, 2, 'D', 25):SHOOT=20.0
('C', 1, 2, 'D', 50):HIT=0.0
('C', 1, 2, 'D', 75):UP=-5.0
('C', 1, 2, 'D', 100):UP=-5.0
('C', 1, 2, 'R', 0):NONE=0
('C', 1, 2, 'R', 25):SHOOT=-12.5
('C', 1, 2, 'R', 50):HIT=-22.5
('C', 1, 2, 'R', 75):UP=-25.0
('C', 1, 2, 'R', 100):UP=-25.0
('C', 1, 3, 'D', 0):NONE=0
('C', 1, 3, 'D', 25):SHOOT=20.0
('C', 1, 3, 'D', 50):HIT=0.0
('C', 1, 3, 'D', 75):UP=-5.0
('C', 1, 3, 'D', 100):UP=-5.0
('C', 1, 3, 'R', 0):NONE=0
('C', 1, 3, 'R', 25):SHOOT=-12.5
('C', 1, 3, 'R', 50):HIT=-22.5
('C', 1, 3, 'R', 75):UP=-25.0
('C', 1, 3, 'R', 100):UP=-25.0
('C', 2, 0, 'D', 0):NONE=0
('C', 2, 0, 'D', 25):UP=-5.0
('C', 2, 0, 'D', 50):HIT=0.0
('C', 2, 0, 'D', 75):UP=-5.0
('C', 2, 0, 'D', 100):UP=-5.0
('C', 2, 0, 'R', 0):NONE=0
('C', 2, 0, 'R', 25):UP=-25.0
('C', 2, 0, 'R', 50):HIT=-22.5
('C', 2, 0, 'R', 75):UP=-25.0
('C', 2, 0, 'R', 100):UP=-25.0
('C', 2, 1, 'D', 0):NONE=0
('C', 2, 1, 'D', 25):SHOOT=20.0
('C', 2, 1, 'D', 50):HIT=0.0
('C', 2, 1, 'D', 75):UP=-5.0
('C', 2, 1, 'D', 100):UP=-5.0
('C', 2, 1, 'R', 0):NONE=0
('C', 2, 1, 'R', 25):SHOOT=-12.5
('C', 2, 1, 'R', 50):HIT=-22.5
('C', 2, 1, 'R', 75):UP=-25.0
('C', 2, 1, 'R', 100):UP=-25.0
('C', 2, 2, 'D', 0):NONE=0
('C', 2, 2, 'D', 25):SHOOT=20.0
('C', 2, 2, 'D', 50):HIT=0.0
('C', 2, 2, 'D', 75):UP=-5.0
('C', 2, 2, 'D', 100):UP=-5.0
('C', 2, 2, 'R', 0):NONE=0
('C', 2, 2, 'R', 25):SHOOT=-12.5
('C', 2, 2, 'R', 50):HIT=-22.5
('C', 2, 2, 'R', 75):UP=-25.0
('C', 2, 2, 'R', 100):UP=-25.0
('C', 2, 3, 'D', 0):NONE=0
('C', 2, 3, 'D', 25):SHOOT=20.0
('C', 2, 3, 'D', 50):HIT=0.0
('C', 2, 3, 'D', 75):UP=-5.0
('C', 2, 3, 'D', 100):UP=-5.0
('C', 2, 3, 'R', 0):NONE=0
('C', 2, 3, 'R', 25):SHOOT=-12.5
('C', 2, 3, 'R', 50):HIT=-22.5
('C', 2, 3, 'R', 75):UP=-25.0
('C', 2, 3, 'R', 100):UP=-25.0
('W', 0, 0, 'D', 0):NONE=0
('W', 0, 0, 'D', 25):RIGHT=-5.0
('W', 0, 0, 'D', 50):RIGHT=-5.0
('W', 0, 0, 'D', 75):RIGHT=-5.0
('W', 0, 0, 'D', 100):RIGHT=-5.0
('W', 0, 0, 'R', 0):NONE=0
('W', 0, 0, 'R', 25):RIGHT=-5.0
('W', 0, 0, 'R', 50):RIGHT=-5.0
('W', 0, 0, 'R', 75):RIGHT=-5.0
('W', 0, 0, 'R', 100):RIGHT=-5.0
('W', 0, 1, 'D', 0):NONE=0
('W', 0, 1, 'D', 25):SHOOT=7.5
('W', 0, 1, 'D', 50):RIGHT=-5.0
('W', 0, 1, 'D', 75):RIGHT=-5.0
('W', 0, 1, 'D', 100):RIGHT=-5.0
('W', 0, 1, 'R', 0):NONE=0
('W', 0, 1, 'R', 25):SHOOT=7.5
('W', 0, 1, 'R', 50):RIGHT=-5.0
('W', 0, 1, 'R', 75):RIGHT=-5.0
('W', 0, 1, 'R', 100):RIGHT=-5.0
('W', 0, 2, 'D', 0):NONE=0
('W', 0, 2, 'D', 25):SHOOT=7.5
('W', 0, 2, 'D', 50):RIGHT=-5.0
('W', 0, 2, 'D', 75):RIGHT=-5.0
('W', 0, 2, 'D', 100):RIGHT=-5.0
('W', 0, 2, 'R', 0):NONE=0
('W', 0, 2, 'R', 25):SHOOT=7.5
('W', 0, 2, 'R', 50):RIGHT=-5.0
('W', 0, 2, 'R', 75):RIGHT=-5.0
('W', 0, 2, 'R', 100):RIGHT=-5.0
('W', 0, 3, 'D', 0):NONE=0
('W', 0, 3, 'D', 25):SHOOT=7.5
('W', 0, 3, 'D', 50):RIGHT=-5.0
('W', 0, 3, 'D', 75):RIGHT=-5.0
('W', 0, 3, 'D', 100):RIGHT=-5.0
('W', 0, 3, 'R', 0):NONE=0
('W', 0, 3, 'R', 25):SHOOT=7.5
('W', 0, 3, 'R', 50):RIGHT=-5.0
('W', 0, 3, 'R', 75):RIGHT=-5.0
('W', 0, 3, 'R', 100):RIGHT=-5.0
('W', 1, 0, 'D', 0):NONE=0
('W', 1, 0, 'D', 25):RIGHT=-5.0
('W', 1, 0, 'D', 50):RIGHT=-5.0
('W', 1, 0, 'D', 75):RIGHT=-5.0
('W', 1, 0, 'D', 100):RIGHT=-5.0
('W', 1, 0, 'R', 0):NONE=0
('W', 1, 0, 'R', 25):RIGHT=-5.0
('W', 1, 0, 'R', 50):RIGHT=-5.0
('W', 1, 0, 'R', 75):RIGHT=-5.0
('W', 1, 0, 'R', 100):RIGHT=-5.0
('W', 1, 1, 'D', 0):NONE=0
('W', 1, 1, 'D', 25):SHOOT=7.5
('W', 1, 1, 'D', 50):RIGHT=-5.0
('W', 1, 1, 'D', 75):RIGHT=-5.0
('W', 1, 1, 'D', 100):RIGHT=-5.0
('W', 1, 1, 'R', 0):NONE=0
('W', 1, 1, 'R', 25):SHOOT=7.5
('W', 1, 1, 'R', 50):RIGHT=-5.0
('W', 1, 1, 'R', 75):RIGHT=-5.0
('W', 1, 1, 'R', 100):RIGHT=-5.0
('W', 1, 2, 'D', 0):NONE=0
('W', 1, 2, 'D', 25):SHOOT=7.5
('W', 1, 2, 'D', 50):RIGHT=-5.0
('W', 1, 2, 'D', 75):RIGHT=-5.0
('W', 1, 2, 'D', 100):RIGHT=-5.0
('W', 1, 2, 'R', 0):NONE=0
('W', 1, 2, 'R', 25):SHOOT=7.5
('W', 1, 2, 'R', 50):RIGHT=-5.0
('W', 1, 2, 'R', 75):RIGHT=-5.0
('W', 1, 2, 'R', 100):RIGHT=-5.0
('W', 1, 3, 'D', 0):NONE=0
('W', 1, 3, 'D', 25):SHOOT=7.5
('W', 1, 3, 'D', 50):RIGHT=-5.0
('W', 1, 3, 'D', 75):RIGHT=-5.0
('W', 1, 3, 'D', 100):RIGHT=-5.0
('W', 1, 3, 'R', 0):NONE=0
('W', 1, 3, 'R', 25):SHOOT=7.5
('W', 1, 3, 'R', 50):RIGHT=-5.0
('W', 1, 3, 'R', 75):RIGHT=-5.0
('W', 1, 3, 'R', 100):RIGHT=-5.0
('W', 2, 0, 'D', 0):NONE=0
('W', 2, 0, 'D', 25):RIGHT=-5.0
('W', 2, 0, 'D', 50):RIGHT=-5.0
('W', 2, 0, 'D', 75):RIGHT=-5.0
('W', 2, 0, 'D', 100):RIGHT=-5.0
('W', 2, 0, 'R', 0):NONE=0
('W', 2, 0, 'R', 25):RIGHT=-5.0
('W', 2, 0, 'R', 50):RIGHT=-5.0
('W', 2, 0, 'R', 75):RIGHT=-5.0
('W', 2, 0, 'R', 100):RIGHT=-5.0
('W', 2, 1, 'D', 0):NONE=0
('W', 2, 1, 'D', 25):SHOOT=7.5
('W', 2, 1, 'D', 50):RIGHT=-5.0
('W', 2, 1, 'D', 75):RIGHT=-5.0
('W', 2, 1, 'D', 100):RIGHT=-5.0
('W', 2, 1, 'R', 0):NONE=0
('W', 2, 1, 'R', 25):SHOOT=7.5
('W', 2, 1, 'R', 50):RIGHT=-5.0
('W', 2, 1, 'R', 75):RIGHT=-5.0
('W', 2, 1, 'R', 100):RIGHT=-5.0
('W', 2, 2, 'D', 0):NONE=0
('W', 2, 2, 'D', 25):SHOOT=7.5
('W', 2, 2, 'D', 50):RIGHT=-5.0
('W', 2, 2, 'D', 75):RIGHT=-5.0
('W', 2, 2, 'D', 100):RIGHT=-5.0
('W', 2, 2, 'R', 0):NONE=0
('W', 2, 2, 'R', 25):SHOOT=7.5
('W', 2, 2, 'R', 50):RIGHT=-5.0
('W', 2, 2, 'R', 75):RIGHT=-5.0
('W', 2, 2, 'R', 100):RIGHT=-5.0
('W', 2, 3, 'D', 0):NONE=0
('W', 2, 3, 'D', 25):SHOOT=7.5
('W', 2, 3, 'D', 50):RIGHT=-5.0
('W', 2, 3, 'D', 75):RIGHT=-5.0
('W', 2, 3, 'D', 100):RIGHT=-5.0
('W', 2, 3, 'R', 0):NONE=0
('W', 2, 3, 'R', 25):SHOOT=7.5
('W', 2, 3, 'R', 50):RIGHT=-5.0
('W', 2, 3, 'R', 75):RIGHT=-5.0
('W', 2, 3, 'R', 100):RIGHT=-5.0
('E', 0, 0, 'D', 0):NONE=0
('E', 0, 0, 'D', 25):LEFT=-5.0
('E', 0, 0, 'D', 50):HIT=5.0
('E', 0, 0, 'D', 75):LEFT=-5.0
('E', 0, 0, 'D', 100):LEFT=-5.0
('E', 0, 0, 'R', 0):NONE=0
('E', 0, 0, 'R', 25):LEFT=-25.0
('E', 0, 0, 'R', 50):HIT=-20.0
('E', 0, 0, 'R', 75):LEFT=-25.0
('E', 0, 0, 'R', 100):LEFT=-25.0
('E', 0, 1, 'D', 0):NONE=0
('E', 0, 1, 'D', 25):SHOOT=40.0
('E', 0, 1, 'D', 50):HIT=5.0
('E', 0, 1, 'D', 75):LEFT=-5.0
('E', 0, 1, 'D', 100):LEFT=-5.0
('E', 0, 1, 'R', 0):NONE=0
('E', 0, 1, 'R', 25):SHOOT=-2.5
('E', 0, 1, 'R', 50):HIT=-20.0
('E', 0, 1, 'R', 75):LEFT=-25.0
('E', 0, 1, 'R', 100):LEFT=-25.0
('E', 0, 2, 'D', 0):NONE=0
('E', 0, 2, 'D', 25):SHOOT=40.0
('E', 0, 2, 'D', 50):HIT=5.0
('E', 0, 2, 'D', 75):LEFT=-5.0
('E', 0, 2, 'D', 100):LEFT=-5.0
('E', 0, 2, 'R', 0):NONE=0
('E', 0, 2, 'R', 25):SHOOT=-2.5
('E', 0, 2, 'R', 50):HIT=-20.0
('E', 0, 2, 'R', 75):LEFT=-25.0
('E', 0, 2, 'R', 100):LEFT=-25.0
('E', 0, 3, 'D', 0):NONE=0
('E', 0, 3, 'D', 25):SHOOT=40.0
('E', 0, 3, 'D', 50):HIT=5.0
('E', 0, 3, 'D', 75):LEFT=-5.0
('E', 0, 3, 'D', 100):LEFT=-5.0
('E', 0, 3, 'R', 0):NONE=0
('E', 0, 3, 'R', 25):SHOOT=-2.5
('E', 0, 3, 'R', 50):HIT=-20.0
('E', 0, 3, 'R', 75):LEFT=-25.0
('E', 0, 3, 'R', 100):LEFT=-25.0
('E', 1, 0, 'D', 0):NONE=0
('E', 1, 0, 'D', 25):LEFT=-5.0
('E', 1, 0, 'D', 50):HIT=5.0
('E', 1, 0, 'D', 75):LEFT=-5.0
('E', 1, 0, 'D', 100):LEFT=-5.0
('E', 1, 0, 'R', 0):NONE=0
('E', 1, 0, 'R', 25):LEFT=-25.0
('E', 1, 0, 'R', 50):HIT=-20.0
('E', 1, 0, 'R', 75):LEFT=-25.0
('E', 1, 0, 'R', 100):LEFT=-25.0
('E', 1, 1, 'D', 0):NONE=0
('E', 1, 1, 'D', 25):SHOOT=40.0
('E', 1, 1, 'D', 50):HIT=5.0
('E', 1, 1, 'D', 75):LEFT=-5.0
('E', 1, 1, 'D', 100):LEFT=-5.0
('E', 1, 1, 'R', 0):NONE=0
('E', 1, 1, 'R', 25):SHOOT=-2.5
('E', 1, 1, 'R', 50):HIT=-20.0
('E', 1, 1, 'R', 75):LEFT=-25.0
('E', 1, 1, 'R', 100):LEFT=-25.0
('E', 1, 2, 'D', 0):NONE=0
('E', 1, 2, 'D', 25):SHOOT=40.0
('E', 1, 2, 'D', 50):HIT=5.0
('E', 1, 2, 'D', 75):LEFT=-5.0
('E', 1, 2, 'D', 100):LEFT=-5.0
('E', 1, 2, 'R', 0):NONE=0
('E', 1, 2, 'R', 25):SHOOT=-2.5
('E', 1, 2, 'R', 50):HIT=-20.0
('E', 1, 2, 'R', 75):LEFT=-25.0
('E', 1, 2, 'R', 100):LEFT=-25.0
('E', 1, 3, 'D', 0):NONE=0
('E', 1, 3, 'D', 25):SHOOT=40.0
('E', 1, 3, 'D', 50):HIT=5.0
('E', 1, 3, 'D', 75):LEFT=-5.0
('E', 1, 3, 'D', 100):LEFT=-5.0
('E', 1, 3, 'R', 0):NONE=0
('E', 1, 3, 'R', 25):SHOOT=-2.5
('E', 1, 3, 'R', 50):HIT=-20.0
('E', 1, 3, 'R', 75):LEFT=-25.0
('E', 1, 3, 'R', 100):LEFT=-25.0
('E', 2, 0, 'D', 0):NONE=0
('E', 2, 0, 'D', 25):LEFT=-5.0
('E', 2, 0, 'D', 50):HIT=5.0
('E', 2, 0, 'D', 75):LEFT=-5.0
('E', 2, 0, 'D', 100):LEFT=-5.0
('E', 2, 0, 'R', 0):NONE=0
('E', 2, 0, 'R', 25):LEFT=-25.0
('E', 2, 0, 'R', 50):HIT=-20.0
('E', 2, 0, 'R', 75):LEFT=-25.0
('E', 2, 0, 'R', 100):LEFT=-25.0
('E', 2, 1, 'D', 0):NONE=0
('E', 2, 1, 'D', 25):SHOOT=40.0
('E', 2, 1, 'D', 50):HIT=5.0
('E', 2, 1, 'D', 75):LEFT=-5.0
('E', 2, 1, 'D', 100):LEFT=-5.0
('E', 2, 1, 'R', 0):NONE=0
('E', 2, 1, 'R', 25):SHOOT=-2.5
('E', 2, 1, 'R', 50):HIT=-20.0
('E', 2, 1, 'R', 75):LEFT=-25.0
('E', 2, 1, 'R', 100):LEFT=-25.0
('E', 2, 2, 'D', 0):NONE=0
('E', 2, 2, 'D', 25):SHOOT=40.0
('E', 2, 2, 'D', 50):HIT=5.0
('E', 2, 2, 'D', 75):LEFT=-5.0
('E', 2, 2, 'D', 100):LEFT=-5.0
('E', 2, 2, 'R', 0):NONE=0
('E', 2, 2, 'R', 25):SHOOT=-2.5
('E', 2, 2, 'R', 50):HIT=-20.0
('E', 2, 2, 'R', 75):LEFT=-25.0
('E', 2, 2, 'R', 100):LEFT=-25.0
('E', 2, 3, 'D', 0):NONE=0
('E', 2, 3, 'D', 25):SHOOT=40.0
('E', 2, 3, 'D', 50):HIT=5.0
('E', 2, 3, 'D', 75):LEFT=-5.0
('E', 2, 3, 'D', 100):LEFT=-5.0
('E', 2, 3, 'R', 0):NONE=0
('E', 2, 3, 'R', 25):SHOOT=-2.5
('E', 2, 3, 'R', 50):HIT=-20.0
('E', 2, 3, 'R', 75):LEFT=-25.0
('E', 2, 3, 'R', 100):LEFT=-25.0
('N', 0, 0, 'D', 0):NONE=0
('N', 0, 0, 'D', 25):DOWN=-5.0
('N', 0, 0, 'D', 50):DOWN=-5.0
('N', 0, 0, 'D', 75):DOWN=-5.0
('N', 0, 0, 'D', 100):DOWN=-5.0
('N', 0, 0, 'R', 0):NONE=0
('N', 0, 0, 'R', 25):DOWN=-5.0
('N', 0, 0, 'R', 50):DOWN=-5.0
('N', 0, 0, 'R', 75):DOWN=-5.0
('N', 0, 0, 'R', 100):DOWN=-5.0
('N', 0, 1, 'D', 0):NONE=0
('N', 0, 1, 'D', 25):DOWN=-5.0
('N', 0, 1, 'D', 50):DOWN=-5.0
('N', 0, 1, 'D', 75):DOWN=-5.0
('N', 0, 1, 'D', 100):DOWN=-5.0
('N', 0, 1, 'R', 0):NONE=0
('N', 0, 1, 'R', 25):DOWN=-5.0
('N', 0, 1, 'R', 50):DOWN=-5.0
('N', 0, 1, 'R', 75):DOWN=-5.0
('N', 0, 1, 'R', 100):DOWN=-5.0
('N', 0, 2, 'D', 0):NONE=0
('N', 0, 2, 'D', 25):DOWN=-5.0
('N', 0, 2, 'D', 50):DOWN=-5.0
('N', 0, 2, 'D', 75):DOWN=-5.0
('N', 0, 2, 'D', 100):DOWN=-5.0
('N', 0, 2, 'R', 0):NONE=0
('N', 0, 2, 'R', 25):DOWN=-5.0
('N', 0, 2, 'R', 50):DOWN=-5.0
('N', 0, 2, 'R', 75):DOWN=-5.0
('N', 0, 2, 'R', 100):DOWN=-5.0
('N', 0, 3, 'D', 0):NONE=0
('N', 0, 3, 'D', 25):DOWN=-5.0
('N', 0, 3, 'D', 50):DOWN=-5.0
('N', 0, 3, 'D', 75):DOWN=-5.0
('N', 0, 3, 'D', 100):DOWN=-5.0
('N', 0, 3, 'R', 0):NONE=0
('N', 0, 3, 'R', 25):DOWN=-5.0
('N', 0, 3, 'R', 50):DOWN=-5.0
('N', 0, 3, 'R', 75):DOWN=-5.0
('N', 0, 3, 'R', 100):DOWN=-5.0
('N', 1, 0, 'D', 0):NONE=0
('N', 1, 0, 'D', 25):DOWN=-5.0
('N', 1, 0, 'D', 50):DOWN=-5.0
('N', 1, 0, 'D', 75):DOWN=-5.0
('N', 1, 0, 'D', 100):DOWN=-5.0
('N', 1, 0, 'R', 0):NONE=0
('N', 1, 0, 'R', 25):DOWN=-5.0
('N', 1, 0, 'R', 50):DOWN=-5.0
('N', 1, 0, 'R', 75):DOWN=-5.0
('N', 1, 0, 'R', 100):DOWN=-5.0
('N', 1, 1, 'D', 0):NONE=0
('N', 1, 1, 'D', 25):DOWN=-5.0
('N', 1, 1, 'D', 50):DOWN=-5.0
('N', 1, 1, 'D', 75):DOWN=-5.0
('N', 1, 1, 'D', 100):DOWN=-5.0
('N', 1, 1, 'R', 0):NONE=0
('N', 1, 1, 'R', 25):DOWN=-5.0
('N', 1, 1, 'R', 50):DOWN=-5.0
('N', 1, 1, 'R', 75):DOWN=-5.0
('N', 1, 1, 'R', 100):DOWN=-5.0
('N', 1, 2, 'D', 0):NONE=0
('N', 1, 2, 'D', 25):DOWN=-5.0
('N', 1, 2, 'D', 50):DOWN=-5.0
('N', 1, 2, 'D', 75):DOWN=-5.0
('N', 1, 2, 'D', 100):DOWN=-5.0
('N', 1, 2, 'R', 0):NONE=0
('N', 1, 2, 'R', 25):DOWN=-5.0
('N', 1, 2, 'R', 50):DOWN=-5.0
('N', 1, 2, 'R', 75):DOWN=-5.0
('N', 1, 2, 'R', 100):DOWN=-5.0
('N', 1, 3, 'D', 0):NONE=0
('N', 1, 3, 'D', 25):DOWN=-5.0
('N', 1, 3, 'D', 50):DOWN=-5.0
('N', 1, 3, 'D', 75):DOWN=-5.0
('N', 1, 3, 'D', 100):DOWN=-5.0
('N', 1, 3, 'R', 0):NONE=0
('N', 1, 3, 'R', 25):DOWN=-5.0
('N', 1, 3, 'R', 50):DOWN=-5.0
('N', 1, 3, 'R', 75):DOWN=-5.0
('N', 1, 3, 'R', 100):DOWN=-5.0
('N', 2, 0, 'D', 0):NONE=0
('N', 2, 0, 'D', 25):DOWN=-5.0
('N', 2, 0, 'D', 50):DOWN=-5.0
('N', 2, 0, 'D', 75):DOWN=-5.0
('N', 2, 0, 'D', 100):DOWN=-5.0
('N', 2, 0, 'R', 0):NONE=0
('N', 2, 0, 'R', 25):DOWN=-5.0
('N', 2, 0, 'R', 50):DOWN=-5.0
('N', 2, 0, 'R', 75):DOWN=-5.0
('N', 2, 0, 'R', 100):DOWN=-5.0
('N', 2, 1, 'D', 0):NONE=0
('N', 2, 1, 'D', 25):DOWN=-5.0
('N', 2, 1, 'D', 50):DOWN=-5.0
('N', 2, 1, 'D', 75):DOWN=-5.0
('N', 2, 1, 'D', 100):DOWN=-5.0
('N', 2, 1, 'R', 0):NONE=0
('N', 2, 1, 'R', 25):DOWN=-5.0
('N', 2, 1, 'R', 50):DOWN=-5.0
('N', 2, 1, 'R', 75):DOWN=-5.0
('N', 2, 1, 'R', 100):DOWN=-5.0
('N', 2, 2, 'D', 0):NONE=0
('N', 2, 2, 'D', 25):DOWN=-5.0
('N', 2, 2, 'D', 50):DOWN=-5.0
('N', 2, 2, 'D', 75):DOWN=-5.0
('N', 2, 2, 'D', 100):DOWN=-5.0
('N', 2, 2, 'R', 0):NONE=0
('N', 2, 2, 'R', 25):DOWN=-5.0
('N', 2, 2, 'R', 50):DOWN=-5.0
('N', 2, 2, 'R', 75):DOWN=-5.0
('N', 2, 2, 'R', 100):DOWN=-5.0
('N', 2, 3, 'D', 0):NONE=0
('N', 2, 3, 'D', 25):DOWN=-5.0
('N', 2, 3, 'D', 50):DOWN=-5.0
('N', 2, 3, 'D', 75):DOWN=-5.0
('N', 2, 3, 'D', 100):DOWN=-5.0
('N', 2, 3, 'R', 0):NONE=0
('N', 2, 3, 'R', 25):DOWN=-5.0
('N', 2, 3, 'R', 50):DOWN=-5.0
('N', 2, 3, 'R', 75):DOWN=-5.0
('N', 2, 3, 'R', 100):DOWN=-5.0
('S', 0, 0, 'D', 0):NONE=0
('S', 0, 0, 'D', 25):UP=-5.0
('S', 0, 0, 'D', 50):UP=-5.0
('S', 0, 0, 'D', 75):UP=-5.0
('S', 0, 0, 'D', 100):UP=-5.0
('S', 0, 0, 'R', 0):NONE=0
('S', 0, 0, 'R', 25):UP=-5.0
('S', 0, 0, 'R', 50):UP=-5.0
('S', 0, 0, 'R', 75):UP=-5.0
('S', 0, 0, 'R', 100):UP=-5.0
('S', 0, 1, 'D', 0):NONE=0
('S', 0, 1, 'D', 25):UP=-5.0
('S', 0, 1, 'D', 50):UP=-5.0
('S', 0, 1, 'D', 75):UP=-5.0
('S', 0, 1, 'D', 100):UP=-5.0
('S', 0, 1, 'R', 0):NONE=0
('S', 0, 1, 'R', 25):UP=-5.0
('S', 0, 1, 'R', 50):UP=-5.0
('S', 0, 1, 'R', 75):UP=-5.0
('S', 0, 1, 'R', 100):UP=-5.0
('S', 0, 2, 'D', 0):NONE=0
('S', 0, 2, 'D', 25):UP=-5.0
('S', 0, 2, 'D', 50):UP=-5.0
('S', 0, 2, 'D', 75):UP=-5.0
('S', 0, 2, 'D', 100):UP=-5.0
('S', 0, 2, 'R', 0):NONE=0
('S', 0, 2, 'R', 25):UP=-5.0
('S', 0, 2, 'R', 50):UP=-5.0
('S', 0, 2, 'R', 75):UP=-5.0
('S', 0, 2, 'R', 100):UP=-5.0
('S', 0, 3, 'D', 0):NONE=0
('S', 0, 3, 'D', 25):UP=-5.0
('S', 0, 3, 'D', 50):UP=-5.0
('S', 0, 3, 'D', 75):UP=-5.0
('S', 0, 3, 'D', 100):UP=-5.0
('S', 0, 3, 'R', 0):NONE=0
('S', 0, 3, 'R', 25):UP=-5.0
('S', 0, 3, 'R', 50):UP=-5.0
('S', 0, 3, 'R', 75):UP=-5.0
('S', 0, 3, 'R', 100):UP=-5.0
('S', 1, 0, 'D', 0):NONE=0
('S', 1, 0, 'D', 25):UP=-5.0
('S', 1, 0, 'D', 50):UP=-5.0
('S', 1, 0, 'D', 75):UP=-5.0
('S', 1, 0, 'D', 100):UP=-5.0
('S', 1, 0, 'R', 0):NONE=0
('S', 1, 0, 'R', 25):UP=-5.0
('S', 1, 0, 'R', 50):UP=-5.0
('S', 1, 0, 'R', 75):UP=-5.0
('S', 1, 0, 'R', 100):UP=-5.0
('S', 1, 1, 'D', 0):NONE=0
('S', 1, 1, 'D', 25):UP=-5.0
('S', 1, 1, 'D', 50):UP=-5.0
('S', 1, 1, 'D', 75):UP=-5.0
('S', 1, 1, 'D', 100):UP=-5.0
('S', 1, 1, 'R', 0):NONE=0
('S', 1, 1, 'R', 25):UP=-5.0
('S', 1, 1, 'R', 50):UP=-5.0
('S', 1, 1, 'R', 75):UP=-5.0
('S', 1, 1, 'R', 100):UP=-5.0
('S', 1, 2, 'D', 0):NONE=0
('S', 1, 2, 'D', 25):UP=-5.0
('S', 1, 2, 'D', 50):UP=-5.0
('S', 1, 2, 'D', 75):UP=-5.0
('S', 1, 2, 'D', 100):UP=-5.0
('S', 1, 2, 'R', 0):NONE=0
('S', 1, 2, 'R', 25):UP=-5.0
('S', 1, 2, 'R', 50):UP=-5.0
('S', 1, 2, 'R', 75):UP=-5.0
('S', 1, 2, 'R', 100):UP=-5.0
('S', 1, 3, 'D', 0):NONE=0
('S', 1, 3, 'D', 25):UP=-5.0
('S', 1, 3, 'D', 50):UP=-5.0
('S', 1, 3, 'D', 75):UP=-5.0
('S', 1, 3, 'D', 100):UP=-5.0
('S', 1, 3, 'R', 0):NONE=0
('S', 1, 3, 'R', 25):UP=-5.0
('S', 1, 3, 'R', 50):UP=-5.0
('S', 1, 3, 'R', 75):UP=-5.0
('S', 1, 3, 'R', 100):UP=-5.0
('S', 2, 0, 'D', 0):NONE=0
('S', 2, 0, 'D', 25):UP=-5.0
